name,asin,category,size_tier,weight_oz,cogs,target_margin,inbound_shipping,notes
BasicGear Professional Seine Net 4' x 5' | Ultra Strong | Maximizes Catch | Ideal for Both Commercial and Recreational Fishing | Multiple,B0D3QB48ZQ,home,ls,26.1,4.9445,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRSNT105. Verify target margin.
4' x 30',B0DH2MSYPB,home,,,18.4005,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRSNT106."
4' x 50',B0DH2S64C6,home,,,36.9,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRSNT107."
6' x 20',B0F315F9P2,home,,,15.7184,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRSNT108."
6' x 30',B0F316K4SK,home,,,23.86,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRSNT109."
6' x 50',B0F315M4ZC,home,,,43.3,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRSNT110."
"LEAD (6ft) 1/2"" SQ 1.25LB",B0C6KZ4GB7,home,,,38.2188,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/02-R06."
"LEAD (8ft) 1/2"" SQ 1.25LB",B0C9BWB7RW,home,,,47.9,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/02-R08."
"LEAD (10ft) 1/2"" SQ 1.25LB",B0C6KYB322,home,,,57.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/02-R10."
"LEAD (12ft) 1/2"" SQ 1.25LB",B0C9BJ7V26,home,,,68.2,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/02-R12."
"LEAD (6ft) 3/8"" SQ 1.25LB",B0C9BJWKRR,home,,,39.7188,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/08-R06-V2."
"LEAD (8ft) 3/8"" SQ 1.25LB",B0C6L1N29G,home,,,50.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/08-R08."
"LEAD (10ft) 3/8"" SQ 1.25LB",B0B6GR7XG5,home,,,60.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/08-R10."
"LEAD (12ft) 3/8"" SQ 1.25LB",B0B6GQHM3V,home,,,71.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKNTL3112."
"LEAD (6ft) 1/4"" SQ 1.25LB",B0B6GRFQCV,home,,,43.2188,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/04-R06."
"LEAD (8ft) 1/4"" SQ 1.25LB",B0B6GPRZRT,home,,,56.2,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/04-R08."
"LEAD (10ft) 1/4"" SQ 1.25LB",B0B6GS7XD8,home,,,65.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M01/04-R10."
"LEAD (12ft) 1/4"" SQ 1.25LB",B0B6GRZ36H,home,,,76.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKNTL2112."
"BasicGear Pancake Cast Net, 6ft Radius with 3/16 inch Mesh, Pure Lead 1.25 LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0C6N26SBV,home,ls,164.8,49.7625,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-L-W1.25LB-M03/16-R06. Verify target margin.
"LEAD (8ft) 3/16"" SQ 1.25LB",B0CV31ZHY8,home,,,62.55,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/16-R08."
"BasicGear Pancake Cast Net, 10ft Radius with 3/16 inch Mesh, Pure Lead 1.25 LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0CT1PFJGS,home,lb,285.4,75.275,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-L-W1.25LB-M03/16-R10-V2. Verify target margin.
"LEAD (12ft) 3/16"" SQ 1.25LB",B0C6N72HJC,home,,,89.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/16-R12."
"LEAD (10ft) 5/8"" SQ 1.6LB",B0C6KYMK95,home,,,53.425,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M05/04-R10."
"LEAD (12ft) 5/8"" SQ 1.6LB",B0C6KZC4SM,home,,,60.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M05/04-R12."
"LEAD (14ft) 5/8"" SQ 1.6LB",B0C6KXS4MJ,home,,,67.8,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M05/04-R14."
"BasicGear Pancake Cast Net, 6ft Radius with 3/8 inch Mesh, Pure Lead 1.60LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0C6KXR9V2,home,lb,223.7,33.4438,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M03/08-R06. Verify target margin.
"LEAD (8ft) 3/8"" SQ 1.6LB",B0C6KZ6ZNX,home,,,52.4,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M03/08-R08."
"LEAD (10ft) 3/8"" SQ 1.6LB",B0C6KZLJKV,home,,,65.025,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M03/08-R10."
"LEAD (12ft) 3/8"" SQ 1.6LB",B0C6KX1YVG,home,,,78.05,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M03/08-R12."
"BasicGear Pancake Cast Net, 4ft Radius with 3/8 inch Mesh, Protective Shell Iron 0.75LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0CZ278S6N,home,ls,80.0,11.3125,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-GOLD-L-W0.75LB-M03/08-R4. Verify target margin.
"BasicGear Pancake Cast Net, 6ft Radius with 3/8 inch Mesh, Protective Shell Iron 1.0LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0CZ2KZTV6,home,ls,132.3,17.9915,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-GOLD-L-W1.00LB-M03/08-R6. Verify target margin.
"8ft Radius with 1 1/4 inch Mesh, Pure Lead 1.25 LB",B0F315P5LC,home,,,50.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M05/04-R08."
"10ft Radius with 1 1/4 inch Mesh, Pure Lead 1.25 LB",B0F315KF5D,home,,,57.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M05/04-R10."
"12ft Radius with 1 1/4 inch Mesh, Pure Lead 1.25 LB",B0F315RXCP,home,,,68.2,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M05/04-R12."
"8ft Radius with 3/4 inch Mesh, Pure Lead 1.25 LB",B0F315ZJ3X,home,,,47.9,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/04-R08."
"10ft Radius with 3/4 inch Mesh, Pure Lead 1.25 LB",B0F315HJM1,home,,,57.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-L-W1.25LB-M03/04-R10."
"BasicGear Pancake Cast Net, 12ft Radius with 3/4 inch Mesh, Pure Lead 1.25 LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0F314VV17,home,lb,320.0,68.2,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-L-W1.25LB-M03/04-R12. Verify target margin.
"BasicGear Pancake Cast Net, 14ft Radius with 3/4 inch Mesh, Pure Lead 1.25 LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0F316Q21C,home,lb,367.2,77.5477,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-L-W1.25LB-M03/04-R14. Verify target margin.
"8ft Radius with 5/8 inch Mesh, Pure Lead 1.60LB",B0F314D4W2,home,,,43.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M05/04-R08."
"8ft Radius with 1 inch Mesh, Pure Lead 1.60LB",B0F315WVSL,home,,,43.0,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M01-R08."
"10ft Radius with 1 inch Mesh, Pure Lead 1.60LB",B0F315DYFD,home,,,53.425,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M01-R10."
"BasicGear Pancake Cast Net, 12ft Radius with 1 inch Mesh, Pure Lead 1.60LB for Freshwater and Saltwater, Professional Grade and Upgraded Material, Throw Style for Bait Trap Fish",B0F315XJMM,home,lb,400.8,64.15,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: PNCKCN-GOLD-L-W1.60LB-M01-R12. Verify target margin.
"BasicGear Fishing Multi-Tool Scissors  440A Stainless Steel Blades, Titanium-Coated for Corrosion Resistance, Multi-Tool Cutter with Bottle Opener, Hook Adjuster, Lead Presser, Floats on Water",B0FGWK5HN6,home,ls,6.7,4.2787,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SCISSOR-1PC-ITEM01-ORANGE. Verify target margin.
"BasicGear Fishing Multi-Tool Scissors  440C Stainless Steel, Titanium-Coated Multi-Tool Cutter with Hook Adjuster, Screwdriver, Bottle Opener, Sheath & Non-Slip Grip for Saltwater or Freshwater Use",B0FGWJ971T,home,ls,7.0,5.6747,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SCISSOR-1PC-ITEM02-ORANGE. Verify target margin.
"BasicGear Fishing Tool Set  7 Pliers, 9.5 Fish Lip Gripper, 4.5 Scissors, 7 Fillet Knife, Retractable Clip & Steel-Core Tether, Rust-Resistant Multi-Tool Kit for Anglers, Orange",B0FGWG15K8,home,ls,33.4,11.0724,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SET-6PC-ITEM01-ORANGE. Verify target margin.
"BasicGear Fishing Tool Set  7 Pliers, 9.5 Fish Lip Gripper, 4.5 Scissors, 7 Fillet Knife, Retractable Clip & Steel-Core Tether, Rust-Resistant Multi-Tool Kit for Anglers, Blue",B0FGWKRRBZ,home,ls,33.1,11.0724,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SET-6PC-ITEM01-BLUE. Verify target margin.
"BasicGear Fishing Fillet Knife and Multi-Tool Scissors Set  7 440C Stainless Steel Fillet Knife with Non-Stick Blade, Multi-Tool Scissors with Serrated Blades, Rust-Resistant",B0FGWK3ZX1,home,ls,19.7,8.5688,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SET-2PC-ITEM01-ORANGE. Verify target margin.
"BasicGear Fishing Fillet Knife Set of 2  7 440C Stainless Steel Blade with Non-Stick Coating, Ergonomic Non-Slip Handle, Sheath, and Sharpener  For all fish types",B0FGWJTD3J,home,ls,19.7,6.0682,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-KNIFE-2PC-ITEM01-ORANGE. Verify target margin.
"BasicGear Fishing Fillet Knife Set of 4  5, 7, 8, 9 440C Stainless Steel Knives with Non-Stick Blades, Sheaths, Sharpener, and Carry Bag  Deboning and Filleting Tools for All Fish Types",B0FGWK36G4,home,ls,29.6,11.8193,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-KNIFE-4PC-ITEM01-ORANGE. Verify target margin.
"BasicGear Multi-Functional Fishing Pliers - 7"" 420 Stainless Steel Head with Teflon Coating, Built-in Spring & Lock, Non-Slip Rubber Grip",B0FLWVBNH7,home,ss,0.6,3.6723,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM01-ORANGE. Verify target margin.
"?BasicGear Heavy-Duty Fishing Pliers - 7"" S45C Carbon Steel Head with Teflon Coating, External Spring & Steel-Core Lanyard?",B0FLWTW1Q1,home,ss,8.2,2.9112,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM02-ORANGE. Verify target margin.
"?BasicGear 2 Pack Multi Tool Scissors - 420 Stainless Steel Serrated Blades, Teflon Coating, Hook Hole for Easy Carry?",B0FLWTNNRX,home,ss,4.2,2.1745,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SCISSOR-2PC-ITEM03-ORANGE/BLUE. Verify target margin.
"BasicGear 3 Pack Golf Towel (16"" X 16"") with Carabiner Clip Waffle Pattern Golf Towel Hook and Loop Fastener-Golf Gifts for Men/Women (Black/Red/Blue)",B0FLX18RNG,home,ls,10.6,2.6891,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-TOWEL-3PC-16-BLACK/RED/BLUE. Verify target margin.
"BasicGear Fishing Towel, 3 Pack Waffle Pattern Fishing Towels (16""x16"") with ABS Retractable Buckle and Carabiner Clip, Hook and Loop Fastener Fishing Gifts for Men/Women (Black/Red/Blue)",B0FLWZV6Y2,home,ls,11.4,3.2251,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SET+4PC-ITEM01-BLACK/RED/BLUE. Verify target margin.
"BasicGear Fishing Towel, 3 Pack Microfiber Fishing Towels (16""x16"") with Retractable Buckle and Carabiner Clip, Hook and Loop Fastener Fishing Gifts for Men/Women (Black/Gray/Blue)",B0FLWZKWT4,home,ls,9.1,2.3901,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-SET+4PC-ITEM02-BLACK/GRAY/BLUE. Verify target margin.
"BasicGear Retractable Keychain 2 Pieces Brushed Metal with 24 Inch Cord, Heavy Duty Badge Reel Holder for Outdoors",B0FLWTLFWY,home,ss,3.2,1.6853,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-BUCKLE-2PC-ITEM01-SILVER. Verify target margin.
"BasicGear Retractable Keychain 2 Pieces ABS Climbing Buckle with 24 Inch Cord, Heavy Duty Badge Reel Holder for Outdoors",B0FLWTQKR4,home,ss,3.2,1.0956,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-BUCKLE-2PC-ITEM02-BLACK. Verify target margin.
"BasicGear Retractable Keychain 2 Pieces with ID Clip ABS Climbing Buckle with 24 Inch Cord, Heavy Duty Badge Reel Holder for Outdoors",B0FQ7H56ZS,home,ls,3.5,1.1947,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: BSCGRFT-BUCKLE-2PC-ITEM0232-BLACK. Verify target margin.
"BasicGear Ultra-Light Aluminum Landing Net  Soft Mesh, Lightweight Frame, EVA Floating Non-Slip Grip, Anti-Loss Rope & Carabiner Clip, for Flying Fishing and Kayak Fishing",B0FQ2HNQTH,home,ls,12.6,4.808,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-ALUMINUM-01-17INCH-POLYNET. Verify target margin.
"BasicGear Ultra-Light Aluminum Landing Net  Soft Mesh, Lightweight Frame, EVA Floating Non-Slip Grip, Anti-Loss Rope & Carabiner Clip, for Flying Fishing and Kayak Fishing",B0FQ2HM5Y3,home,ls,15.8,6.5874,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-ALUMINUM-01-17INCH-PVCNET. Verify target margin.
"BasicGear Compact Baitwell Landing Net  8"" 6"" Hoop, 11"" PVC-Reinforced Handle, Soft Tear-Resistant Nylon Net, Aluminum Frame, EVA Non-Slip Grip & Anti-Drop Rope",B0FQ2J5NYK,home,ls,8.8,3.2577,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-BAITWELLNET-01-17INCH. Verify target margin.
"BasicGear Medium Baitwell Landing Net - 8"" x 10"" Hoop, 14"" PVC-Reinforced Handle, Soft Tear-Resistant Nylon Net, Aluminum Frame, EVA Non-Slip Grip & Anti-Drop Rope",B0FQ2HP3Z9,home,lb,12.8,4.0585,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-BAITWELLNET-01-24INCH. Verify target margin.
"BasicGear Baitwell Landing Net Set - Small (8""x 6"") + Medium (8"" x 10""), PVC-Reinforced Handle, Soft Tear-Resistant Nylon Net, Aluminum Frame, EVA Non-Slip Grip & Anti-Drop Rope",B0FQ2FZGF5,home,lb,16.8,5.8541,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-SET-BAITWELLNET-17INCH/24INCH. Verify target margin.
"BasicGear Ultra-Light Aluminum Landing Net  Soft Mesh, Lightweight Frame, EVA Floating Non-Slip Grip, Anti-Loss Rope & Carabiner Clip, for Flying Fishing and Kayak Fishing",B0FQCSST9H,home,ls,14.9,5.1316,30,0,CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0); size/weight from FBA Fee Preview export. Merchant SKU: LANDINGNET-ALUMINUM-01-17INCH-PVCCOATED. Verify target margin.
Fishlane-Zinc0.75-3/8-3,B0H62WHXJB,home,,,7.5,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Fishlane-Zinc0.75-3/8-3."
Fishlane-Zinc0.75-3/8-4,B0H63FLDC7,home,,,9.445,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Fishlane-Zinc0.75-3/8-4."
Fishlane-Zinc0.75-3/8-5,B0H62X96RB,home,,,11.3725,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Fishlane-Zinc0.75-3/8-5."
Fishlane-Zinc0.75-3/8-6,B0H5X373C9,home,,,13.1475,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Fishlane-Zinc0.75-3/8-6."
Pancake-P0.75-3/8-3,B0H66F393T,home,,,8.265,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Pancake-P0.75-3/8-3."
Pancake-P0.75-3/8-4,B0H6663WX8,home,,,9.64,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Pancake-P0.75-3/8-4."
Pancake-P0.75-3/8-5,B0H669Q2JB,home,,,11.7025,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Pancake-P0.75-3/8-5."
Pancake-P0.75-3/8-6,B0H669W9BH,home,,,13.7275,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: Pancake-P0.75-3/8-6."
BSCGRFT-SCISSOR-1PC-ITEM0247-ORANGE,B0H3RC18JM,home,,,2.5,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-SCISSOR-1PC-ITEM0247-ORANGE."
BSCGRFT-KNIFE-2PC-ITEM02-ORANGE-BLACK,B0GWQ7M8RW,home,,,3.8,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-KNIFE-2PC-ITEM02-ORANGE-BLACK."
BSCGRFT-PLIER-1PC-ITEM020290-ORANGE,B0H3VDKFT1,home,,,3.3,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM020290-ORANGE."
BSCGRFT-PLIER-1PC-ITEM020270-ORANGE,B0H3V449WC,home,,,2.6,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM020270-ORANGE."
BSCGRFT-PLIER-1PC-ITEM03-ORANGE,B0H3VDBWMR,home,,,3.9,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM03-ORANGE."
BSCGRFT-PLIER-1PC-ITEM030280-ORANGE,B0GWD9ZYKQ,home,,,11.5,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030280-ORANGE."
